bank,ticker,period_end,total_assets,book_equity,currency,statement_frequency,source_document,source_url,source_page,notes
Goldman Sachs,GS,2020-03-31,1089756000000,92379000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2020-08-07
Goldman Sachs,GS,2020-06-30,1141523000000,90029000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2020-11-02
Goldman Sachs,GS,2020-09-30,1132059000000,92650000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2020-11-02
Goldman Sachs,GS,2020-12-31,1163028000000,95932000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-K; filed=2022-02-25
Goldman Sachs,GS,2021-03-31,1301548000000,97664000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2021-08-04
Goldman Sachs,GS,2021-06-30,1387922000000,101890000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2021-11-01
Goldman Sachs,GS,2021-09-30,1443230000000,106297000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2021-11-01
Goldman Sachs,GS,2021-12-31,1463988000000,109926000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-K; filed=2023-02-24
Goldman Sachs,GS,2022-03-31,1589441000000,115239000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2022-08-04
Goldman Sachs,GS,2022-06-30,1601224000000,117871000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2022-11-03
Goldman Sachs,GS,2022-09-30,1555994000000,119290000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2022-11-03
Goldman Sachs,GS,2022-12-31,1441799000000,117189000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-K; filed=2024-02-23
Goldman Sachs,GS,2023-03-31,1538349000000,117509000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2023-08-03
Goldman Sachs,GS,2023-06-30,1571386000000,116493000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2023-11-03
Goldman Sachs,GS,2023-09-30,1577153000000,117277000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2023-11-03
Goldman Sachs,GS,2023-12-31,1641594000000,116905000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-K; filed=2025-02-27
Goldman Sachs,GS,2024-03-31,1698440000000,118546000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2024-08-02
Goldman Sachs,GS,2024-06-30,1653313000000,119463000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2024-11-04
Goldman Sachs,GS,2024-09-30,1728080000000,121200000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2024-11-04
Goldman Sachs,GS,2024-12-31,1675972000000,121996000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-K; filed=2026-02-25
Goldman Sachs,GS,2025-03-31,1766181000000,124300000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2025-08-01
Goldman Sachs,GS,2025-06-30,1785009000000,124096000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2025-10-31
Goldman Sachs,GS,2025-09-30,1807982000000,124402000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2025-10-31
Goldman Sachs,GS,2025-12-31,1809320000000,124972000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2026-05-01
Goldman Sachs,GS,2026-03-31,2060180000000,122782000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000886982.json,,form=10-Q; filed=2026-05-01
HSBC,HSBC,2015-12-31,2409656000000,197518000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2018-02-20
HSBC,HSBC,2016-12-31,2374986000000,182578000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2019-02-20
HSBC,HSBC,2017-12-31,2521771000000,196224000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2020-02-19
HSBC,HSBC,2018-01-01,2518430000000,196224000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2019-02-20
HSBC,HSBC,2018-06-30,2607314000000,191294000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=6-K; filed=2018-08-06
HSBC,HSBC,2018-12-31,2558124000000,194249000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2021-02-24
HSBC,HSBC,2019-06-30,2751273000000,200874000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=6-K; filed=2019-08-05
HSBC,HSBC,2019-12-31,2715152000000,192668000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2022-02-23
HSBC,HSBC,2020-06-30,2922798000000,195221000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=6-K; filed=2020-08-03
HSBC,HSBC,2020-12-31,2984164000000,204995000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2023-02-22
HSBC,HSBC,2021-12-31,2953792000000,196318000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2024-02-22
HSBC,HSBC,2022-06-30,2970481000000,186105000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=6-K; filed=2023-08-01
HSBC,HSBC,2022-12-31,2949286000000,185197000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2025-02-20
HSBC,HSBC,2023-06-30,3041476000000,191651000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=6-K; filed=2024-07-31
HSBC,HSBC,2023-12-31,3038677000000,192610000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2026-02-26
HSBC,HSBC,2024-06-30,2975003000000,190414000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=6-K; filed=2025-07-30
HSBC,HSBC,2024-12-31,3017048000000,192273000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2026-02-26
HSBC,HSBC,2025-06-30,3214371000000,199869000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=6-K; filed=2025-07-30
HSBC,HSBC,2025-12-31,3233034000000,205666000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089113.json,,form=20-F; filed=2026-02-26
ING Groep,ING,2016-12-31,842216000000,47863000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2019-03-08
ING Groep,ING,2017-12-31,843878000000,48136000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2020-03-06
ING Groep,ING,2018-06-30,903499000000,48732000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=6-K; filed=2018-08-02
ING Groep,ING,2018-12-31,884603000000,49851000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2021-03-12
ING Groep,ING,2019-06-30,909945000000,50723000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=6-K; filed=2019-08-01
ING Groep,ING,2019-12-31,888520000000,51889000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2022-03-11
ING Groep,ING,2020-06-30,981262000000,52171000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=6-K; filed=2020-08-06
ING Groep,ING,2020-12-31,933891000000,52640000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2023-03-10
ING Groep,ING,2021-06-30,975650000000,54883000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=6-K; filed=2021-08-06
ING Groep,ING,2021-12-31,949250000000,52802000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2024-03-08
ING Groep,ING,2022-06-30,1026232000000,56323000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=6-K; filed=2022-08-04
ING Groep,ING,2022-12-31,976834000000,57004000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2025-03-06
ING Groep,ING,2023-12-31,980299000000,55628000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2026-02-26
ING Groep,ING,2024-06-30,1047610000000,55505000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=6-K; filed=2024-08-01
ING Groep,ING,2024-12-31,1023856000000,53698000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2026-02-26
ING Groep,ING,2025-06-30,1090974000000,53321000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=6-K; filed=2025-07-31
ING Groep,ING,2025-12-31,1060329000000,55339000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001039765.json,,form=20-F; filed=2026-02-26
JPMorgan Chase,JPM,2008-12-31,2175052000000,166884000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2010-02-24
JPMorgan Chase,JPM,2009-06-30,2026642000000,154766000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2009-08-10
JPMorgan Chase,JPM,2009-09-30,2041009000000,162253000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2009-11-09
JPMorgan Chase,JPM,2009-12-31,2119673000000,160845000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2012-02-29
JPMorgan Chase,JPM,2010-03-31,2135796000000,164721000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2010-05-10
JPMorgan Chase,JPM,2010-06-30,2014019000000,171120000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2010-08-06
JPMorgan Chase,JPM,2010-09-30,2141595000000,173830000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2010-11-09
JPMorgan Chase,JPM,2010-12-31,2117605000000,176106000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2013-02-28
JPMorgan Chase,JPM,2011-03-31,2198161000000,180598000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2012-05-10
JPMorgan Chase,JPM,2011-06-30,2246764000000,182879000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2012-08-09
JPMorgan Chase,JPM,2011-09-30,2289240000000,182287000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2012-11-08
JPMorgan Chase,JPM,2011-12-31,2265792000000,183573000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2014-02-20
JPMorgan Chase,JPM,2012-03-31,2320164000000,189728000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2013-05-08
JPMorgan Chase,JPM,2012-06-30,2290146000000,191572000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2013-08-07
JPMorgan Chase,JPM,2012-09-30,2321284000000,199693000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2013-11-01
JPMorgan Chase,JPM,2012-12-31,2359141000000,204069000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2015-02-24
JPMorgan Chase,JPM,2013-03-31,2389349000000,207086000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2014-05-02
